station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
,Suzuka,2011-10-09,Autumn,20.1,14.1,24.4,0.0,,41.0,7.6,,1024.9,
,Uttar Pradesh,2011-10-30,Autumn,24.1,18.4,31.1,24.0,,,,,,
41217,Abu Dhabi,2011-11-13,Autumn,22.7,16.5,28.1,,,251.0,9.1,,,
83780,São Paulo,2011-11-27,Spring,20.9,17.0,25.0,0.5,,193.0,9.8,,,
95866,Melbourne,2012-03-18,Autumn,,11.7,22.0,0.0,,,,,,
,Kuala Lumpur,2012-03-25,Spring,28.2,23.9,32.4,3.9,,92.0,7.5,,,
58362,Shanghai,2012-04-15,Spring,16.6,13.6,21.4,0.0,,,,,,
,Sakhir,2012-04-22,Spring,25.5,23.0,28.0,,,316.0,18.8,,,
,Montmeló,2012-05-13,Spring,21.8,16.1,27.3,0.1,,229.0,12.5,,1021.3,
,Monte-Carlo,2012-05-27,Spring,18.5,17.0,20.6,2.0,,353.0,10.0,,1017.1,
,Montreal,2012-06-10,Summer,15.0,10.4,19.4,1.0,0.0,144.1,18.0,,1013.3,
08285,Valencia,2012-06-24,Summer,,20.5,28.4,0.0,,,,,,
80472,Valencia,2012-06-24,Summer,26.7,22.0,,0.5,,,,,,
,Hockenheim,2012-07-22,Summer,14.9,9.1,20.7,0.0,0.0,223.2,7.9,25.3,1026.5,514.5
12843,Budapest,2012-07-29,Summer,24.8,18.8,33.4,12.7,,,6.8,,1010.4,
,Spa,2012-09-02,Autumn,16.0,10.4,21.1,0.0,,220.0,8.1,,1025.3,
,Monza,2012-09-09,Autumn,20.0,15.8,24.2,0.0,,,7.0,,1017.4,
,Marina Bay,2012-09-23,Autumn,28.4,25.5,32.3,0.0,,,6.2,,,
,Suzuka,2012-10-07,Autumn,19.8,17.7,24.8,2.4,,5.0,7.9,,1016.1,
,Uttar Pradesh,2012-10-28,Autumn,24.4,17.3,31.3,0.2,,,,,,
41217,Abu Dhabi,2012-11-04,Autumn,27.4,21.6,33.1,,,39.0,12.5,,,
72254,Austin,2012-11-18,Autumn,15.5,7.2,24.4,0.0,0.0,,5.8,,1024.3,
83780,São Paulo,2012-11-25,Spring,19.6,17.0,27.8,,,151.0,17.8,,,
95866,Melbourne,2013-03-17,Autumn,,10.3,17.7,30.8,,,,,,
,Kuala Lumpur,2013-03-24,Spring,28.1,24.9,32.7,5.3,,235.0,6.3,,,
58362,Shanghai,2013-04-14,Spring,17.0,,27.2,,,,,,,
,Sakhir,2013-04-21,Spring,27.4,25.0,32.4,,,308.0,21.0,,,
,Montmeló,2013-05-12,Spring,17.8,12.3,22.7,0.0,,146.7,14.8,,1021.1,
,Monte-Carlo,2013-05-26,Spring,14.7,10.9,17.5,0.3,,45.0,15.5,,1011.7,
,Montreal,2013-06-09,Summer,13.6,9.5,17.4,2.6,,163.9,14.3,,1015.7,
,Nürburg,2013-07-07,Summer,19.8,12.6,25.7,0.0,0.0,63.0,8.7,27.3,1030.0,864.0
12843,Budapest,2013-07-28,Summer,29.3,21.1,36.6,,,,,,1014.1,
,Spa,2013-08-25,Summer,16.8,12.9,21.6,0.0,,158.0,9.3,,1011.6,
,Monza,2013-09-08,Autumn,20.7,16.9,24.5,1.5,,141.2,10.0,,1019.3,
,Marina Bay,2013-09-22,Autumn,29.2,27.0,32.1,0.0,,185.0,11.6,,,
,Suzuka,2013-10-13,Autumn,19.0,15.8,24.0,0.2,,317.0,14.1,,1017.3,
,Uttar Pradesh,2013-10-27,Autumn,24.7,20.7,30.2,3.9,,,,,,
41217,Abu Dhabi,2013-11-03,Autumn,29.4,23.7,36.3,,,134.0,11.3,,,
72254,Austin,2013-11-17,Autumn,25.3,19.4,32.2,0.0,0.0,,5.0,,,
83780,São Paulo,2013-11-24,Spring,19.2,17.9,22.0,16.0,,127.0,14.5,,,
95866,Melbourne,2014-03-16,Autumn,,11.8,22.0,4.6,,,,,,
,Kuala Lumpur,2014-03-30,Spring,28.5,24.4,32.3,5.5,,85.0,6.2,,,
,Sakhir,2014-04-06,Spring,23.1,21.0,26.3,,,317.0,21.1,,,
58362,Shanghai,2014-04-20,Spring,14.4,,16.8,1.5,,,,,,
,Montmeló,2014-05-11,Spring,19.6,14.3,25.2,0.0,,211.5,12.2,,1018.0,
,Monte-Carlo,2014-05-25,Spring,17.7,13.4,20.0,0.0,,288.0,10.2,,1017.0,
,Montreal,2014-06-08,Summer,14.9,9.4,19.3,0.9,,209.3,13.0,,1012.3,
,Spielberg,2014-06-22,Summer,19.1,10.5,26.9,0.0,,,7.9,,,774.0
,Hockenheim,2014-07-20,Summer,24.5,18.5,30.8,4.9,0.0,125.3,11.4,35.6,1010.1,439.0
12843,Budapest,2014-07-27,Summer,23.1,20.4,27.4,,,57.0,7.4,,1012.5,
,Spa,2014-08-24,Summer,13.7,8.9,19.2,0.3,,236.0,8.9,,1018.8,
,Monza,2014-09-07,Autumn,18.5,15.1,22.5,0.2,,181.2,9.5,,1013.1,
,Marina Bay,2014-09-21,Autumn,28.4,22.4,31.3,35.3,,,6.2,,,
,Suzuka,2014-10-05,Autumn,19.5,15.8,22.0,2.9,,12.0,11.3,,1018.6,
,Sochi,2014-10-12,Autumn,6.1,2.2,10.3,1.0,55.5,174.2,11.8,,,
72254,Austin,2014-11-02,Autumn,15.8,8.9,23.9,0.0,0.0,,9.7,,1024.4,
83780,São Paulo,2014-11-09,Spring,20.9,18.5,25.1,0.3,,140.0,16.6,,,
41217,Abu Dhabi,2014-11-23,Autumn,23.7,17.8,30.8,,,132.0,9.8,,,
,Monte-Carlo,2015-05-24,Spring,18.1,16.3,20.0,0.0,,175.0,9.7,,1014.5,
,Montreal,2015-06-07,Summer,15.4,9.2,21.3,4.8,,272.1,12.6,76.8,1013.5,
,Sakhir,2015-04-19,Spring,25.3,24.0,28.3,,,316.0,29.3,,,
,Montmeló,2015-05-10,Spring,21.9,14.6,28.8,0.0,,250.0,9.0,,1023.8,
58362,Shanghai,2015-04-12,Spring,14.5,,20.3,0.5,,,,,,
95866,Melbourne,2015-03-15,Autumn,,14.0,18.8,1.8,,,,,,
,Kuala Lumpur,2015-03-29,Spring,27.8,24.8,32.1,0.0,,145.7,8.5,,,
,Spielberg,2015-06-21,Summer,13.3,9.6,18.3,2.2,,,7.2,,,114.0
12843,Budapest,2015-07-26,Summer,21.3,18.8,26.0,9.1,,,,,1012.1,
,Monza,2015-09-06,Autumn,17.8,14.5,22.1,0.1,,149.2,13.9,,1015.9,
,Marina Bay,2015-09-20,Autumn,29.3,26.4,32.6,0.0,,,8.5,,,
,Suzuka,2015-09-27,Autumn,22.3,23.6,27.5,1.7,,49.0,5.4,,1011.7,
,Sochi,2015-10-11,Autumn,2.6,-1.0,7.3,0.9,91.1,244.5,10.9,,,
72254,Austin,2015-10-25,Autumn,15.8,13.9,17.8,16.5,0.0,,14.8,,,
,Mexico City,2015-11-01,Autumn,21.0,14.8,27.6,0.8,,,6.1,,1015.8,
83780,São Paulo,2015-11-15,Spring,22.3,19.0,29.0,5.1,,,11.5,,,
41217,Abu Dhabi,2015-11-29,Autumn,24.4,20.0,28.5,,,257.0,13.2,,,
95866,Melbourne,2016-03-20,Autumn,,10.2,22.5,0.0,,,,,,
,Sakhir,2016-04-03,Spring,21.6,17.9,26.2,,,,9.6,,,
58362,Shanghai,2016-04-17,Spring,16.1,,,0.8,,,,,,
,Sochi,2016-05-01,Spring,8.5,2.7,14.9,0.2,198.6,218.9,12.8,,,
,Montmeló,2016-05-15,Spring,18.6,13.4,22.4,0.1,,273.8,12.6,,1020.9,
,Monte-Carlo,2016-05-29,Spring,18.7,16.2,23.3,0.8,,207.0,16.1,,1008.6,
,Montreal,2016-06-12,Summer,14.3,10.5,18.1,4.0,,170.1,15.1,135.8,1010.3,
,Baku,2016-06-19,Summer,23.1,12.1,28.1,2.2,,,,,,
,Spielberg,2016-07-03,Summer,16.9,13.6,21.7,1.0,,,8.1,,1019.8,576.0
12843,Budapest,2016-07-24,Summer,25.2,20.9,30.3,26.4,,85.0,7.1,,1016.5,
,Hockenheim,2016-07-31,Summer,18.1,13.6,22.6,2.7,0.0,301.0,8.9,35.4,1012.6,152.0
,Spa,2016-08-28,Summer,21.0,17.2,24.3,,,,,,1014.0,
,Monza,2016-09-04,Autumn,21.7,18.6,27.4,0.0,,192.2,8.7,,1016.8,
,Marina Bay,2016-09-18,Autumn,28.6,22.6,32.0,7.1,,,5.2,,,
,Kuala Lumpur,2016-10-02,Autumn,28.7,25.1,33.3,0.1,,173.0,7.7,,1009.6,
,Suzuka,2016-10-09,Autumn,18.7,22.6,23.2,22.6,,293.0,14.9,,1007.0,
72254,Austin,2016-10-23,Autumn,20.0,12.8,28.9,0.0,0.0,,4.7,,1020.9,
,Mexico City,2016-10-30,Autumn,20.8,11.6,26.4,0.6,,,24.5,,1014.0,
83780,São Paulo,2016-11-13,Spring,17.5,16.5,18.5,0.0,,145.0,13.9,,1016.8,
41217,Abu Dhabi,2016-11-27,Autumn,24.2,19.4,29.6,,,38.0,11.3,,1016.3,
95866,Melbourne,2017-03-26,Autumn,,18.2,26.2,3.8,,,,,,
58362,Shanghai,2017-04-09,Spring,11.4,,,12.2,,,,,,
,Sakhir,2017-04-16,Spring,26.4,25.0,29.0,,,322.0,33.5,,,
,Sochi,2017-04-30,Spring,9.8,4.1,16.3,0.8,202.3,143.6,13.5,,1017.1,
,Montmeló,2017-05-14,Spring,20.1,13.7,25.4,0.1,,205.1,9.1,,1022.7,
,Monte-Carlo,2017-05-28,Spring,22.7,19.9,25.5,0.0,,82.0,7.5,,1020.6,
,Montreal,2017-06-11,Summer,18.9,12.9,24.8,0.3,,230.9,18.7,174.0,1008.3,
,Baku,2017-06-25,Summer,22.9,12.2,29.0,0.0,,,,,,
,Spielberg,2017-07-09,Summer,22.7,18.1,29.5,3.8,,,9.4,,1014.1,252.0
12843,Budapest,2017-07-30,Summer,24.7,15.0,31.7,0.0,,115.0,7.7,,1016.7,
,Spa,2017-08-27,Summer,20.4,16.4,25.1,,,77.0,6.6,,1017.6,
,Monza,2017-09-03,Autumn,16.4,12.9,20.0,1.1,,254.4,18.1,,1011.5,
,Marina Bay,2017-09-17,Autumn,28.6,23.8,32.0,0.0,,158.0,13.9,,1011.3,
,Kuala Lumpur,2017-10-01,Autumn,27.5,24.2,31.1,4.1,,,5.1,,1010.2,
,Suzuka,2017-10-08,Autumn,22.2,18.1,26.6,2.9,,57.0,7.0,,1022.8,
72254,Austin,2017-10-22,Autumn,22.2,12.8,26.7,17.5,0.0,,7.9,,,
,Mexico City,2017-10-29,Autumn,20.1,12.0,28.5,0.4,,31.0,6.2,,1020.4,
83780,São Paulo,2017-11-12,Spring,20.6,13.8,28.0,0.0,,,9.6,,1011.0,
41217,Abu Dhabi,2017-11-26,Autumn,23.8,22.0,26.6,,,304.0,14.5,,,
95866,Melbourne,2018-03-25,Autumn,,17.2,26.6,19.0,,,,,,
,Sakhir,2018-04-08,Spring,26.1,24.0,28.0,,,359.0,10.7,,1010.9,
58362,Shanghai,2018-04-15,Spring,14.1,,,,,,,,,
,Baku,2018-04-29,Spring,15.1,8.2,19.7,0.2,,,,,,
,Montmeló,2018-05-13,Spring,14.7,9.8,20.3,2.8,,272.0,15.5,,1020.8,
,Monte-Carlo,2018-05-27,Spring,23.3,21.4,25.2,0.0,,49.0,16.2,,1016.2,
,Montreal,2018-06-10,Summer,14.8,10.0,19.3,4.7,,230.2,17.2,105.6,1011.2,
,Le Castellet,2018-06-24,Summer,19.0,12.4,24.4,0.0,,141.3,12.0,,1021.2,
,Spielberg,2018-07-01,Summer,17.8,12.3,23.7,0.0,,112.8,10.3,,1015.3,774.0
,Hockenheim,2018-07-22,Summer,21.1,16.0,27.0,3.7,0.0,243.9,10.0,31.9,1013.0,371.5
12843,Budapest,2018-07-29,Summer,27.4,21.8,33.8,0.0,,347.0,7.1,,1011.3,
,Spa,2018-08-26,Summer,14.4,9.0,18.2,,,187.0,11.7,,1014.8,
,Monza,2018-09-02,Autumn,17.9,14.9,21.8,4.1,,148.5,10.4,40.0,1016.1,
,Marina Bay,2018-09-16,Autumn,28.8,27.0,31.0,,,175.0,11.7,,1008.3,
,Sochi,2018-09-30,Autumn,9.0,4.2,14.3,1.1,,217.1,12.3,47.2,1014.7,
,Suzuka,2018-10-07,Autumn,22.2,20.8,27.1,4.6,,295.6,11.2,,1010.5,
72254,Austin,2018-10-21,Autumn,17.7,13.3,23.3,0.0,0.0,21.0,7.2,,1024.4,
,Mexico City,2018-10-28,Autumn,20.5,13.7,26.4,4.5,,153.0,9.1,38.9,1013.2,
83780,São Paulo,2018-11-11,Spring,21.2,18.9,26.5,6.1,,123.0,9.8,,1014.9,
41217,Abu Dhabi,2018-11-25,Autumn,26.9,23.0,34.0,,,134.0,22.5,,1015.1,
95866,Melbourne,2019-03-17,Autumn,,15.0,27.8,0.0,,,,,,
,Sakhir,2019-03-31,Spring,24.4,21.0,27.0,,,83.0,30.0,,1008.6,
58362,Shanghai,2019-04-14,Spring,13.7,11.6,18.4,,,13.0,8.8,,1019.2,
,Baku,2019-04-28,Spring,12.6,4.8,21.3,0.0,,,,,,
,Montmeló,2019-05-12,Spring,18.9,12.6,25.5,0.0,,150.1,12.9,34.9,1023.1,
,Monte-Carlo,2019-05-26,Spring,18.6,16.0,21.5,0.3,,282.0,8.2,27.8,1012.3,
,Montreal,2019-06-09,Summer,14.8,9.0,20.3,1.6,,261.8,12.0,37.8,1020.9,
,Le Castellet,2019-06-23,Summer,22.2,14.5,29.3,0.2,,103.7,10.8,33.4,1014.6,
,Spielberg,2019-06-30,Summer,25.1,15.5,35.0,0.7,,150.8,7.7,28.4,1017.0,774.0
,Hockenheim,2019-07-28,Summer,22.0,17.5,27.0,4.9,0.0,120.7,13.4,37.2,1002.6,418.9
12843,Budapest,2019-08-04,Summer,20.7,16.1,26.1,0.0,,316.0,7.2,25.0,1013.9,
,Spa,2019-09-01,Autumn,16.6,13.4,21.1,,,279.0,9.8,,1015.4,
,Monza,2019-09-08,Autumn,16.4,12.2,19.9,5.8,,209.0,14.8,40.8,1014.2,
,Marina Bay,2019-09-22,Autumn,29.6,26.7,33.0,0.0,,139.0,17.3,,1010.8,
,Sochi,2019-09-29,Autumn,7.5,3.5,11.9,2.1,,179.0,10.6,28.4,1009.9,
,Suzuka,2019-10-13,Autumn,18.7,19.3,23.2,22.4,,207.2,17.6,,1014.4,
,Mexico City,2019-10-27,Autumn,21.0,13.6,28.8,5.2,,256.0,9.9,11.1,1010.9,
72254,Austin,2019-11-03,Autumn,13.9,5.0,23.3,0.0,0.0,,5.8,,1022.3,
83780,São Paulo,2019-11-17,Spring,17.8,15.0,23.0,0.0,,142.0,16.7,,1016.0,
41217,Abu Dhabi,2019-12-01,Winter,23.9,19.4,28.0,,,268.0,10.1,,1016.5,
,Spielberg,2020-07-05,Summer,22.2,14.9,29.2,0.0,,123.7,10.2,34.0,1016.4,
,Spielberg,2020-07-12,Summer,16.8,11.4,22.8,0.0,,78.2,8.9,28.2,1024.2,750.0
12843,Budapest,2020-07-19,Summer,17.6,14.6,21.2,1.8,,9.0,5.3,18.5,1015.0,
,Montmeló,2020-08-16,Summer,23.4,18.1,29.0,0.7,,240.9,11.3,32.0,1013.9,
,Spa,2020-08-30,Summer,15.1,12.2,19.0,9.1,,297.0,14.0,,,
,Monza,2020-09-06,Autumn,20.4,16.0,24.8,0.2,,157.9,9.8,30.6,1016.5,
,Mugello,2020-09-13,Autumn,22.1,17.9,26.5,0.3,,169.3,12.1,23.6,1022.1,
,Sochi,2020-09-27,Autumn,11.5,6.5,17.5,0.7,,167.8,11.6,27.8,1023.1,
,Nürburg,2020-10-11,Autumn,8.0,4.6,12.2,0.5,0.0,231.8,12.1,32.7,1017.5,179.6
,Portimão,2020-10-25,Autumn,15.3,9.7,17.9,5.3,41.0,274.3,16.4,43.5,1020.8,
,Imola,2020-11-01,Autumn,13.0,10.1,16.1,0.0,30.0,219.2,8.9,19.9,1023.1,
,Istanbul,2020-11-15,Autumn,10.2,4.7,14.9,3.2,20.0,214.8,5.7,23.7,1020.4,
,Sakhir,2020-11-29,Autumn,25.1,23.4,28.5,,,135.0,11.1,,1016.4,
,Sakhir,2020-12-06,Winter,23.2,20.0,27.5,4.3,,222.0,22.2,,1012.2,
41217,Abu Dhabi,2020-12-13,Winter,21.3,16.8,24.3,,,292.0,11.7,,1017.1,
,Imola,2021-04-18,Spring,6.5,3.3,10.0,2.8,596.7,139.8,11.0,30.6,1014.5,
,Sakhir,2022-03-20,Spring,21.4,17.5,25.8,,,307.0,18.5,,1012.4,
,Sakhir,2021-03-28,Spring,21.6,20.0,23.5,,,327.0,44.9,,1015.1,
,Al Daayen,2021-11-21,Autumn,26.8,24.5,29.9,,,97.0,16.7,,1013.6,
,Portimão,2021-05-02,Spring,14.2,8.2,18.8,1.3,,244.0,8.4,31.4,1018.5,
,Montmeló,2021-05-09,Spring,18.4,14.3,23.2,4.1,,190.6,15.0,37.4,1008.5,
,Monte-Carlo,2021-05-23,Spring,17.7,15.0,22.3,0.0,,14.0,16.8,48.2,1014.7,
,Baku,2021-06-06,Summer,18.1,14.6,23.2,25.0,,148.5,9.1,,1012.7,
,Spielberg,2021-06-27,Summer,21.5,14.6,28.7,0.4,,76.9,8.3,34.6,1015.6,
,Le Castellet,2021-06-20,Summer,19.9,16.3,25.4,7.5,,134.8,11.6,45.6,1008.6,
,Spielberg,2021-07-04,Summer,19.2,15.9,24.3,6.9,,242.0,7.7,21.9,1012.2,
12843,Budapest,2021-08-01,Summer,22.9,18.5,29.9,1.5,,29.0,9.2,54.0,1007.5,
,Spa,2021-08-29,Summer,15.2,12.9,17.0,2.9,,339.0,12.2,,1021.5,
,Zandvoort,2021-09-05,Autumn,16.8,11.6,22.9,0.0,0.0,50.8,10.0,24.6,1021.3,
,Monza,2021-09-12,Autumn,19.6,15.4,24.0,0.6,,189.2,8.8,25.2,1016.7,
,Sochi,2021-09-26,Autumn,8.8,5.4,12.4,2.9,41.0,189.4,13.1,28.2,1014.2,
,Istanbul,2021-10-10,Autumn,18.2,10.3,25.2,0.1,,167.6,6.0,18.8,1019.3,
72254,Austin,2021-10-24,Autumn,24.3,21.1,30.6,0.0,0.0,154.0,5.4,,1010.1,
,Mexico City,2021-11-07,Autumn,19.1,11.1,27.4,0.2,,187.0,7.6,16.7,1019.1,
83780,São Paulo,2021-11-14,Spring,17.1,13.7,24.0,0.0,,119.0,14.6,,1019.1,
,Jeddah,2021-12-05,Winter,18.4,10.9,26.3,0.0,,210.1,11.7,,1017.2,
41217,Abu Dhabi,2021-12-12,Winter,23.6,22.0,26.0,,,304.0,12.3,,1018.2,
,Jeddah,2022-03-27,Spring,17.8,10.9,24.6,0.0,,166.4,12.9,,1022.3,
95866,Melbourne,2022-04-10,Autumn,20.4,15.1,26.6,0.0,,349.0,18.9,,1017.1,
,Imola,2022-04-24,Spring,10.2,7.2,13.5,4.0,115.5,197.1,15.7,57.4,1007.6,
,Montmeló,2022-05-22,Spring,22.5,17.9,28.7,2.0,,204.9,12.0,33.1,1013.3,
,Monte-Carlo,2022-05-29,Spring,22.0,19.8,24.6,0.0,,150.0,17.1,37.0,1003.7,
,Baku,2022-06-12,Summer,20.4,13.5,28.3,17.7,,112.6,6.0,,1009.8,
,Montreal,2022-06-19,Summer,17.2,12.6,21.5,2.9,,236.1,16.1,42.3,1010.9,
,Spielberg,2022-07-10,Summer,17.6,15.1,21.6,1.4,,137.6,11.6,39.2,1020.0,
,Le Castellet,2022-07-24,Summer,25.1,16.4,33.5,0.0,,165.4,9.0,31.5,1016.9,
12843,Budapest,2022-07-31,Summer,18.7,16.8,20.8,15.0,,297.0,14.7,54.0,1013.1,
,Spa,2022-08-28,Summer,18.9,15.4,23.6,0.0,,38.0,15.0,,1020.0,
,Zandvoort,2022-09-04,Autumn,20.6,14.8,27.1,0.0,0.0,152.5,9.1,23.7,1016.8,
,Monza,2022-09-11,Autumn,19.8,15.5,23.9,0.2,,252.5,11.6,30.7,1016.4,
,Marina Bay,2022-10-02,Autumn,26.8,23.3,32.9,26.9,,1.0,6.5,,1009.5,
,Suzuka,2022-10-09,Autumn,17.3,14.2,19.5,10.0,,107.0,10.1,,1020.8,
72254,Austin,2022-10-23,Autumn,24.8,20.0,31.7,0.0,0.0,172.0,12.2,,1010.1,
,Mexico City,2022-10-30,Autumn,19.9,13.6,27.6,0.3,,193.2,7.6,14.8,1016.1,
83780,São Paulo,2022-11-13,Spring,21.7,19.0,30.0,0.0,,115.0,11.7,,1014.6,
41217,Abu Dhabi,2022-11-20,Autumn,27.6,26.0,30.2,0.0,,308.0,18.5,,1014.8,
,Sakhir,2023-03-05,Spring,25.5,19.9,30.5,0.0,,171.0,8.3,,1018.9,
,Jeddah,2023-03-19,Spring,20.5,15.3,26.1,0.0,,246.9,14.5,,1012.3,
95866,Melbourne,2023-04-02,Autumn,12.4,6.7,19.1,1.6,,194.0,8.3,,1020.5,
,Baku,2023-04-30,Spring,17.9,13.0,23.6,14.7,,187.9,11.6,,1007.0,
,Monte-Carlo,2023-05-28,Spring,21.8,18.4,24.5,0.0,,329.0,11.4,50.0,1014.2,
,Montmeló,2023-06-04,Summer,21.5,16.9,26.9,3.2,,140.2,9.0,24.5,1013.8,
,Montreal,2023-06-18,Summer,14.9,11.4,18.6,7.4,,137.7,15.0,135.9,1009.9,
,Spielberg,2023-07-02,Summer,19.5,16.1,23.9,1.5,,166.1,12.5,32.5,1011.1,
12843,Budapest,2023-07-23,Summer,23.7,15.7,29.9,0.0,,231.0,6.0,32.0,1016.2,
,Spa,2023-07-30,Summer,17.1,14.7,21.8,6.1,,231.0,14.7,,1012.9,
,Zandvoort,2023-08-27,Summer,15.2,12.8,17.9,3.2,,219.5,14.4,33.3,1009.2,
,Monza,2023-09-03,Autumn,18.0,14.9,21.6,,,220.6,10.6,28.5,1015.9,
